"User","arroba","hora de publicación","comentario","comentario_editado","Xóchitl","Claudia","Maynez","Ninguno"
"Tiempo Real","@_Tiempo_Real","18:41"," EleccionesMéxico2024  EleccionesMéxico @STaboadaMx, candidato a la Jefatura de Gobierno de la CDMX, igualmente aseguró que ganó la elección y que tiene 5 puntos de ventaja.","elecciones en méxico 2024 elecciones en méxico staboadamx,candidato a la jefatura de gobierno de la Ciudad de México,igualmente aseguró que ganó la elección y que tiene 5 puntos de ventaja.","0","0","1","0"
"Dan","@DanGtzMs","18:41","Podría escribirles 25 razones por las que es la peor decisión pero no merecen mi conocimiento.  EleccionesMéxico2024","podría escribirles 25 razones por las que es la peor decisión pero no merecen mi conocimiento.elecciones en méxico 2024","0","-1","-1","0"
"⭐𝕋𝕦 𝕋𝕠ñ𝕠 𝔼𝕞𝕠𝕤𝕙𝕠⭐","@tonovlogz","18:41","Ámonos por unas Kawasakis bien frías y a disfrutar del desmadre que se viene.. a la verga PRIAN!!! ARDIDOS COMENTANDO EN 3..2..  EleccionesMéxico2024  ClaudiaPresidentaDeMéxico2024  YaVoté","ámonos por unas kawasakis bien frías y a disfrutar del desmadre que se viene..alv prian representado  por xochitl!!!ardidos comentando en 3..2..elecciones en méxico 2024 claudia será la siguiente presidenta de méxico en 2024 ya voté","-1","1","0","0"
"El Heraldo de México","@heraldodemexico","18:41"," Ruta2024 |  EleccionesMéxico2024 | @STaboadaMx, candidato a la jefatura de Gobierno de la CDMX, se dio por ganador 'el cambio en la Ciudad de México ya llegó', señaló que las encuestas de salida le dan la ventaja con más de 5%.  Elecciones2024RS 📹: Marco Fragoso","ruta 2024 elecciones en méxico 2024 staboadamx,candidato a la jefatura de gobierno de la Ciudad de México,se dio por ganador el cambio en la ciudad de méxico ya llegó,señaló que las encuestas de salida le dan la ventaja con más de 5.elecciones 2024:marco fragoso","0","0","1","0"
"Lucia🇲🇽🇨🇺🇻🇪🇵🇸🇧🇷🇨🇳🇷🇺","@LuciaGuzmnLpez1","18:40","respondiendo a @xochitl ¡Bravo siiiiii! Ganó la mayoría de los MEXICANOS votó para mandarla a ching**mdre.","respondiendo a xochitl¡bravo siiiiii!ganó la mayoría de los mexicanos votó para mandarla a chingo madre.","1","0","0","0"
"Crackzul","@Crackzul","18:40","Suertudos en Yucatán y en Veracruz que van a tener dos gobernadores cada uno. Todos ya se declararon vencedores, 😂😂😂.  EleccionesMéxico2024","suertudos en Yucatán y en Veracruz que van a tener dos gobernadores cada uno.todos ya se declararon vencedores,.elecciones en méxico 2024","0","0","-1","1"
"Erick Torres 🐦","@TheBigBossErik","18:40","Cuánto que en Coahuila si gana el PRI, hasta 2 horas de fila porque la gente le estaba tomando fotos a las boletas para poder cobrar sus 300$ restantes del voto jajaja.. perro asco la gente de aquí en serio.  EleccionesMéxico2024","cuánto que en coahuila si gana el pri representado por xochitl,hasta 2 horas de fila porque la gente le estaba tomando fotos a las boleta electoral para poder cobrar sus 300 restantes del voto jajaja..perro asco la gente de aquí en serio.elecciones en méxico 2024","-1","0","0","0"
"Coopetidor","@Copetinor","18:40","Yo dejando mi voto, todo emperrado pero con voto libre.  EleccionesMéxico2024","yo dejando mi voto,todo emperrado pero con voto libre.elecciones en méxico 2024","0","0","-1","-1"
"contacto.news","@contactonews1","18:39","Ni encuestas de salida, ni posicionamientos de candidatos o partidos, los resultados oficiales salen del  PREP y del  INE Seamos pacientes hasta entonces... 🙏🇲🇽☑️  EleccionesMéxico2024","ni encuestas de salida,ni posicionamientos de candidatos o partidos,los resultados oficiales salen del PREP y del INE seamos pacientes hasta entonces...elecciones en méxico 2024","-1","-1","0","0"
"EjeCentral","@EjeCentral","18:38"," EjeElectoral2024 | El @iecm informó que hasta el momento solo se han reportado incidencias menores durante la jornada electoral.  EleccionesMéxico2024 - @jonathanjnd","eje electoral 2024 el iecm informó que hasta el momento solo se han reportado incidencias menores durante la jornada electoral.elecciones en méxico 2024 jonathanjnd","0","0","0","1"
"Erick Falcon","@edgarlopez1206","18:38","Desde Torreón yo elijo mi destino y elijo no querer segundo piso.  EleccionesMéxico2024","desde torreón yo elijo mi destino y elijo no querer segundo piso.elecciones en méxico 2024","0","0","1","1"
"Eva González Murillo","@emaglem","18:38","Ahora sí, se acerca el momento que estábamos esperando. ¿Cómo se gobernarán los próximos 6 años en México? 🎶Tan tan tan taaaaaaan🎶 (No se crean, sí estoy nerviosa).  EleccionesMéxico2024  ElecciónPresidencial  Claudia  Xochitl  AlvarezMaynez","ahora sí,se acerca el momento que estábamos esperando.¿cómo se gobernarán los próximos 6 años en méxico?tan tan tan taaaaaaan(no se crean,sí estoy nerviosa).elecciones en méxico 2024 elección presidencial claudia xochitl Alvarez Maynez","-1","1","1","0"
"Alberto Bonilla","@Bonillaralberto","18:37","Me da un enorme orgullo haber votado por mujeres transformadoras. Son mis primeras elecciones presidenciales, y qué honor poder elegir a una mujer como Claudia Sheinbaum.  EleccionesMéxico2024  EsClaudiaPresidentaDeMéxico","me da un enorme orgullo haber votado por mujeres transformadoras.son mis primeras elecciones presidenciales,y qué honor poder elegir a una mujer como claudia sheinbaum.elecciones en méxico 2024 Claudia será presidenta de México","0","1","0","0"
"Ahora Tabasco Noticias","@AhoraTabasco","18:37","🗳️  EleccionesAhora | En minutos, arrancará la rueda de prensa del candidato de la coalición “Sigamos Haciendo Historia en Tabasco”, @TabascoJavier. |  Villahermosa |  Tabasco |  México |  Noticias |  AhoraTabasco |  EleccionesMéxico2024 |  EleccionesMéxico |  Elecciones2024MX |  Voto","elecciones ahora en minutos,arrancará la rueda de prensa del candidato de la coalición sigamos haciendo historia en Tabasco,tabascojavier.Villahermosa Tabasco méxico noticias ahora Tabasco elecciones en méxico 2024 elecciones en méxico elecciones en méxico 2024 voto","1","1","1","0"
"Casa Tomada","@CasaTomadaBol","18:36","Hay primeros resultados no oficiales pero ya anunciados públicamente en las  EleccionesMéxico2024. ¡Clara Brugada será la Jefa de Gobierno de la Ciudad de México y es una gran noticia! Además, parece que MORENA va arrasando. Seguiremos informando.","hay primeros resultados no oficiales pero ya anunciados públicamente en las elecciones en méxico 2024.¡Clara brugada será la jefa de gobierno de la ciudad de méxico y es una gran noticia!además,parece que morena va arrasando.seguiremos informando.","0","1","0","0"
"AMEXI","@Amexi_noticias","18:36"," Elecciones 🗳️ |  Simpatizantes del candidato de  MovimientoCiudadano a la presidencia municipal, Iván Rivas, agredieron a priístas simpatizantes del candidato a la alcaldía por el  PRI, Felipe De Jesús Sánchez. 👉https://lc.cx/SGsf4x  EleccionesMéxico2024  Amexinoticias","elecciones simpatizantes del candidato de Movimiento Ciudadano a la presidencia municipal,iván rivas,agredieron a priístas simpatizantes del candidato a la alcaldía por el pri representado por xochitl,felipe de jesús sánchez.https:lc.cx sgsf4x elecciones en méxico 2024 amex noticias","-1","0","0","0"
"Claudia Presidenta de México","@Somos4T_","18:35","Ooootra encuesta más que le da la victoria a @ClaraBrugadaM. ¡Felicidades!  EleccionesMéxico2024","ooootra encuesta más que le da la victoria a Clara Brugada.¡felicidades!elecciones en méxico 2024","0","1","0","0"
"maher 🪼 JUSTIN VA A SER PAPÁ 👶🏻","@thegirllaroi_","18:35","Espero que esta vez sí gane.  EleccionesMéxico2024","espero que esta vez sí gane.elecciones en méxico 2024","0","0","1","1"
"Joker⚖️(El fan número 1 de Dominik Mysterio)","@J0k3r52","18:34"," EleccionesMéxico2024 Viva México Y la pesadilla cabrones.","elecciones en méxico 2024 viva méxico y la pesadilla cabrones.","-1","-1","-1","0"
"Marce Fuente","@FuenteMarce","18:33","💗 ¡TENEMOS JEFA DE GOBIERNO! 💗 La mayoría de Encuestas de Salida señalan lo evidente: la victoria aplastante de Clara Brugada sobre los representantes del Cártel Inmobiliario. Con  ClaraJefaDeGobierno, GANAMOS para hacer realidad las utopías de la CDMX.  EleccionesMéxico2024","¡tenemos jefa de gobierno!la mayoría de encuestas de salida señalan lo evidente:la victoria aplastante de Clara brugada sobre los representantes del cártel inmobiliario.con Clara será jefa de gobierno,ganamos para hacer realidad las utopías de la Ciudad de México.elecciones en méxico 2024","0","1","0","0"
"Carlos Mendoza","@soycarlosmn","18:33","respondiendo a @tatclouthier SE REFIERE SIN DUDA A USTEDES. No sabía La Doña el cagadero que hizo @partido MORENA en seis años 🤣🤣🤣  XóchitlGálvezPresidenta  EleccionesMéxico2024","respondiendo a tatclouthier se refiere sin duda a ustedes.no sabía la doña el cagadero que hizo partido MORENA en seis años xochitl gálvez será la presidenta elecciones en méxico 2024","1","-1","0","0"
"Alan Carmona ","@alanhzcarmona","18:33","¿Ya comenzaron a auto-declararse ganadores de las elecciones? Me dormí, ¿de qué me perdí?  EleccionesMéxico2024  Alcalde  Monterrey  YaVoté","¿ya comenzaron a auto declararse ganadores de las elecciones?me dormí,¿de qué me perdí?elecciones en méxico 2024 alcalde Monterrey ya voté","0","0","-1","1"
"Irashemita_tutu","@IrashemitaT","18:33","Adrián de la Garza se declara ganador con números irresponsables en Monterrey.  EleccionesMéxico2024","adrián de la garza se declara ganador con números irresponsables en Monterrey.elecciones en méxico 2024","0","-1","-1","0"
"𝔒𝔰𝔨𝔱𝔥𝔢𝔱𝔦𝔠","@OskLb13","18:33","Ya manden el PREP para empezar a hacer corajessss alv.  EleccionesMéxico2024","ya manden el PREP para empezar a hacer corajessss alv.elecciones en méxico 2024","1","0","0","0"
"Noticias Oaxaca NVI","@nvinoticiasoax","18:33"," EleccionesMéxico2024 🗳️ | Estas son algunas de las figuras del entretenimiento y deporte de  Oaxaca que salieron a sus casillas para ejercer su derecho al voto. ¡Los oaxaqueños participamos en esta jornada electoral!  CoberturaNVI","elecciones en méxico 2024 estas son algunas de las figuras del entretenimiento y deporte de Oaxaca que salieron a sus casilla electoral para ejercer su derecho al voto.¡los oaxaqueños participamos en esta jornada electoral!cobertura NVI","0","0","0","1"
"SectorPrivadoXQRoo","@sector_QRoo","18:33","¿Qué ganan los y las candidatos de toooodos los partidos en declararse ganadores desde las 6 en punto? Seriedad, gente.  EleccionesMéxico2024","¿qué ganan los y las candidatos de toooodos los partidos en declararse ganadores desde las 6 en punto?seriedad,gente.elecciones en méxico 2024","0","0","1","1"
"Erick Tapia","@EseErick","18:33","Vamos @ClaraBrugadaM!!!! BRAVO CDMX  EleccionesMéxico2024","vamos Clara Brugada!!!!bravo Ciudad de México elecciones en méxico 2024","0","1","0","0"
"POSTA Durango","@POSTADurango","18:32"," AlMomento🚨| ¡Solo quieren ejercer su voto! Ciudadanos duranguenses hacen evidente su molestia al no poder votar en la casilla especial del Congreso del Estado porque se agotaron las boletas.🗳️❌ 🎥: Irving Reyna.  CoberturaTotal  Voto24  Elecciones2024Mx  EleccionesMéxico2024","al momento¡solo quieren ejercer su voto!ciudadanos duranguenses hacen evidente su molestia al no poder votar en la casilla electoral especial del congreso del estado porque se agotaron las boleta electoral.:irving reyna.cobertura total voto 2024 elecciones en méxico 2024 elecciones en méxico 2024","0","-1","0","1"
"Porque mi México","@PorqueMiMexico","18:32","Ahora resulta que todos ganaron 🤣🤣🤣🤣  EleccionesMéxico2024","ahora resulta que todos ganaron elecciones en méxico 2024","0","0","-1","1"
"Mariana Abdala 🦎✈","@abdalamariana","18:32","Nada más pinche triste que el estarse declarando 'triunfador' cuando ni siquiera ha empezado el conteo, respeten las pinches reglas del juego una vez en la perra vida.  EleccionesMéxico2024","nada más pinche triste que el estarse declarando triunfador cuando ni siquiera ha empezado el conteo,respeten las pinche reglas del juego una vez en la perra vida.elecciones en méxico 2024","-1","-1","-1","0"
"🏳️‍⚧️ Salacious V","@salacious_v","18:32","Mexico about to elect their first Female President in Claudia Sheinbaum. Unfortunately she is from the pro-Drug Cartel Morena party currently in charge of MX. Under Morena rule, Mexico has had the most violence ever, and most immigrants fleeing into the U.S.  EleccionesMéxico2024","méxico about to elect their first female presidenta in claudia sheinbaum.unfortunately she está from the favor de drug cartel morena party currently in charge of mx.under morena rule,méxico haz had the most violence ever,and most immigrants fleeing into the u.s.elecciones en méxico 2024","0","1","0","0"
"BERNAL","@Oliver_BernalG","18:32","Salir de la casilla de votación y ver a este individuo de la nada 🥲","salir de la casilla electoral de votación y ver a este individuo de la nada","-1","-1","-1","-1"
"La Jornada","@lajornadaonline","18:31","Sin incidentes se llevó a cabo el cierre de  casillas en las zonas norte y centro de la capital del país; así como en Miguel Hidalgo, donde algunas cerraron minutos después de las 18 horas.","sin incidentes se llevó a cabo el cierre de casilla electoral en las zonas norte y centro de la capital del país;así como en miguel Hidalgo,donde algunas cerraron minutos después de las 18 horas.","0","0","0","-1"
"CH 1 Los Angeles","@Channel1LA","18:31","Senador Alvarez Icaza  INEMexico Resultados Elección Presidencial Histórica renovación de poderes  México  EleccionesMéxico2024 http://channel1la.com  Latinos  NY  Texas  Chicago  LA Artemio Acosta y Marco A. Lara news sponsored by  Shellroofingsolutions  MexicoCity","senador alvarez icaza INE México resultados elección presidencial histórica renovación de poderes méxico elecciones en méxico 2024 http:channel1la.com latinos nueva york texas chingado la artemio acosta y marco a.lara news sponsored by shellroofingsolutions ciudad de méxico","0","1","0","0"
"Alexis Madrigal ","@contatomadrigal","18:30","🇲🇽En las próximas horas, el pueblo mexicano elegirá a Claudia Sheinbaum presidenta de México. De la mano de una mujer, México será un gran país, con respeto a su gente y listo para el desarrollo.  EleccionesMéxico2024  EsClaudiaPresidentaDeMéxico","en las próximas horas,el pueblo mexicano elegirá a claudia sheinbaum presidenta de méxico.de la mano de una mujer,méxico será un gran país,con respeto a su gente y listo para el desarrollo.elecciones en méxico 2024 Claudia será presidenta de México","0","1","0","0"
"Alcanzando el Conocimiento","@alcanzandohoy","18:30"," EleccionesMéxico2024  TomaNota A las 19:00 horas la doctora @claudia sheinbaum dirigirá un mensaje a medios. | @berthaliciag","elecciones en méxico 2024 toma nota a las 19:00 horas la doctora claudia sheinbaum dirigirá un mensaje a medios.berthaliciag","0","1","0","0"
"quiero tv","@quierotv_gdl","18:30","🗳️Los candidatos de Movimiento Ciudadano Juan José Frangie de Movimiento Ciudadano (@JuanJoseFrangie) y Alberto Esquer (@AlbertoEsquerG) también arribaron a Casa Ciudadana.  Elecciones2024  EleccionesMéxico2024  EleccionesMX2024","los candidatos de movimiento ciudadano juan josé frangie de mc(juanjosefrangie)y alberto esquer(albertoesquerg)también arribaron a casa ciudadana.elecciones 2024 elecciones en méxico 2024 elecciones en méxico 2024","0","0","-1","0"
"Adrian Kim Benítez","@adrikim","18:29","No han terminado de contar ni un 5% de los votos en su secciones pero ya todos salen a decir que ganaron. No es posible que candidatos de todos los colores salgan con esas payasadas. Después están con su cara de puchero cuando la realidad pega.  EleccionesMéxico2024  VotaPorMéxico","no han terminado de contar ni un 5 de los votos en su secciones pero ya todos salen a decir que ganaron.no es posible que candidatos de todos los colores salgan con esas payasadas.después están con su cara de puchero cuando la realidad pega.elecciones en méxico 2024 voto por méxico","-1","-1","-1","0"
"José Luis Chiquete","@josech","18:29","Amárrenle las manitas a Bartlett y atentos a las mañas de Taddei.  EleccionesMéxico2024","amárrenle las manitas a bartlett y atentos a las mañas de taddei.elecciones en méxico 2024","-1","-1","-1","0"
"Irashemita_tutu","@IrashemitaT","18:29","Pepe Yunes está declarándose ganador por 6 puntos en Veracruz. Rocío Nahle se declara también ganadora.  EleccionesMéxico2024","pepe yunes está declarándose ganador por 6 puntos en Veracruz.rocío nahle se declara también ganadora.elecciones en méxico 2024","0","1","1","0"
"Ahora Tabasco Noticias","@AhoraTabasco","18:28","🗳️  EleccionesAhora | @OHarfuch afirma que, según encuestas de salida, @claudia sheinbaum se perfila como ganadora en la elección presidencial de México. |  México |  Noticias |  AhoraTabasco |  EleccionesMéxico2024 |  EleccionesMéxico |  Elecciones2024MX |  Voto |  Vota |  Votar |  Domingo","elecciones ahora oharfuch afirma que,según encuestas de salida,claudia sheinbaum se perfila como ganadora en la elección presidencial de méxico.méxico noticias ahora Tabasco elecciones en méxico 2024 elecciones en méxico elecciones en méxico 2024 voto vota votar domingo","0","1","0","0"
"Néstor ✈️","@nestormora_","18:27","Ya todos y todas se están declarando ganadores. Al rato cuando salgan a decir que los resultados no los favorecen van a quedar como estúpidos.  EleccionesMéxico2024","ya todos y todas se están declarando ganadores.al rato cuando salgan a decir que los resultados no los favorecen van a quedar como estúpidos.elecciones en méxico 2024","-1","-1","-1","0"
"Liliana DeLuna","@lilianadeluna","18:27","El vestuario de @XochitlGalvez ha conservado el estilo, colores y simbología que desde el inicio de su campaña utilizó, transmitiendo cercanía y calidez con el electorado. Una de las claves de la  MarcaPersonal es la consistencia.  EleccionesMéxico2024","el vestuario de xochitl galvez ha conservado el estilo,colores y simbología que desde el inicio de su campaña utilizó,transmitiendo cercanía y calidez con el electorado.una de las claves de la marca personal es la consistencia.elecciones en méxico 2024","1","0","0","0"
"Grupo Fórmula","@Radio_Formula","18:59","“Una cosa dijo pero otra se ve”: Marko Cortés (@MarkoCortes), presidente nacional del PAN, reacciona ante el discurso de Mario Delgado y defiende que los votos que obtuvo Xóchitl Gálvez serán suficientes para obtener la victoria.  EleccionesMéxico2024  Elige2024","una cosa dijo pero otra se ve:marko cortés(markocortes),presidente nacional del PAN,reacciona ante el discurso de mario delgado y defiende que los votos que obtuvo xochitl galvez serán suficientes para obtener la victoria.elecciones en méxico 2024 elige en 2024","1","0","0","0"
"K A R E N L U N A ®","@karenlunamx","18:59","Aquí en delegación Coyoacán cerraron casillas de la nada con cantidad de personas aún formadas.  nonosdejaronvotar  EleccionesMéxico2024","aquí en delegación Coyoacán cerraron casilla electoral de la nada con cantidad de personas aún formadas.no nos dejaron votar elecciones en méxico 2024","0","0","0","-1"
"teactiva","@teactiva","18:59","En caso de que efectivamente gane Claudia Sheinbaum quisiera mandar a chingar a su madre al peje por su reelección.  EleccionesMéxico2024","en caso de que efectivamente gane claudia sheinbaum quisiera mandar a chingar a su madre al peje por su reelección.elecciones en méxico 2024","0","1","0","0"
"JUAN PÉREZ DICE","@JuanPerez_Dice","18:59","La lloratón de mafiosos de los medios de comunicación en las  EleccionesMéxico2024 es un deleite.","la lloratón de mafiosos de los medios de comunicación en las elecciones en méxico 2024 es un deleite.","0","0","0","-1"
"Policía Estatal del Estado de México","@EstatalEdomex","18:59","La ciudadanía mexiquense se comprometió en este  ProcesoElectoral2024. Con su participación en las  EleccionesMéxico2024 se fortalece la democracia en el país y en el  EdoMéx.  EleccionesMx2024  EstadoDeMéxico","la ciudadanía mexiquense se comprometió en este procesoelectoral2024.con su participación en las elecciones en méxico 2024 se fortalece la democracia en el país y en el estado de méxico.elecciones en méxico 2024 estado de méxico","0","0","0","1"
"@diario24horas","@diario24horas","18:59","respondiendo a @diario24horas @XochitlGalvez and @aguilarkarina 'Esperaremos los resultados del @INEMexico solo para ratificar el triunfo' advierte @XochitlGalvez, candidata presidencial de Fuerza y Corazón por México.  En2024Eliges  EleccionesMéxico2024 📹: @aguilarkarina","respondiendo a diario24horas xochitl galvez and aguilarkarina esperaremos los resultados del INE México solo para ratificar el triunfo advierte xochitl galvez,candidata presidencial de fuerza y corazón por méxico.en 2024 eliges elecciones en méxico 2024:aguilarkarina","1","0","0","0"
"Miguel Ángel","@miguelangelcr83","18:59","No sé porque les sorprende que @TelevisaTVmx se haya vendido a la  4T cuando por más de 50 años su otrora dueño se declaró abiertamente como un 'soldado del PRI'... 🙄  EleccionesMéxico2024","no sé porque les sorprende que televisatvmx se haya vendido a la 4ta transformación cuando por más de 50 años su otrora dueño se declaró abiertamente como un soldado del pri representado por xochitl...elecciones en méxico 2024","-1","-1","0","0"
"Info Quórum","@quorum_mx","18:58","🟠🗳📣🧐🤔El candidato  EduardoRivera se asume como el ganador de la  gubernatura de  Puebla en estas  EleccionesMéxico2024.  coberturaquórum","el candidato Eduardo Rivera se asume como el ganador de la gobernatura de puebla en estas elecciones en méxico 2024.cobertura quórum","0","0","1","1"
"Lucy","@__LucyBell","18:58","Siendo una de las votaciones con mayor afluencia, se supone que hay que esperar a los conteos, pero Televisa ha declarado al ganador. Mi México mágico.  EleccionesMéxico2024","siendo una de las votaciones con mayor afluencia,se supone que hay que esperar a los conteos,pero televisa ha declarado al ganador.mi méxico mágico.elecciones en méxico 2024","0","0","1","1"
"Cris","@CrisNaos","18:58","Por Homero Gómez, @DahliaBat y las desaparecidas de México.  EleccionesMéxico2024  VotoDignamente","por homero gómez,dahliabat y las desaparecidas de méxico.elecciones en méxico 2024 voto dignamente","0","0","1","0"
" FotoRreporterosMx","@FotoReporMx","18:58","El presidente de Morena, Mario Delgado, da ganadora a la candidata Claudia Sheinbaum después de varias encuestas de salida. Foto: Arturo García Campos / FotorreporterosMx  EleccionesMéxico2024  Elecciones2024  EleccionesMx2024","el presidente de morena,mario delgado,da ganadora a la candidata claudia sheinbaum después de varias encuestas de salida.foto:arturo garcía campos fotorreporterosmx elecciones en méxico 2024 elecciones 2024 elecciones en méxico 2024","0","1","0","0"
"OVACIONES","@ovaciones","18:56","🇲🇽 🗳️ Xóchitl Gálvez da su discurso y se proclama ganadora, aunque pide esperar a los resultados oficiales. 'Estamos viviendo una elección histórica'  EleccionesMéxico2024 📹: @AndresDiaz04 / Ovaciones","xochitl galvez da su discurso y se proclama ganadora,aunque pide esperar a los resultados oficiales.estamos viviendo una elección histórica elecciones en méxico 2024:andresdiaz04 ovaciones","1","0","0","0"
"Corresponsales MX","@CorresponsalsMX","18:55","Xóchitl Gálvez, candidata presidencial de la coalición  PAN  PRI  PRD, se autoproclamó triunfadora de la elección presidencial. 'Está claro que ya ganamos', aseguró en conferencia de prensa.  EleccionesMéxico2024","xochitl galvez,candidata presidencial de la coalición PAN pri representado por xochitl PRD,se autoproclamó triunfadora de la elección presidencial.está claro que ya ganamos,aseguró en conferencia de prensa.elecciones en méxico 2024","1","0","0","0"
"Luis Encina","@LuisEncina17","18:55","No dudo por un segundo que Sheinbaum haya ganado. Pero ¿Por qué vergas no ponen los porcentajes de sus encuestas?  EleccionesMéxico2024","no dudo por un segundo que sheinbaum haya ganado.pero¿por qué vergas no ponen los porcentajes de sus encuestas?elecciones en méxico 2024","0","1","0","0"
"A-Proximidad","@AProximidad","18:55"," Aproximidad 🚨 AlertaADN  EleccionesMéxico2024 | Mario Delgado (@mario_delgado) afirma que tienen amplia ventaja sobre la candidata del 'PRIAN', e indica que 'no hay duda del triunfo de Claudia Sheinbaum (@claudia sheinbaum), una mujer que ha conquistado a…","aproximidad alertaadn elecciones en méxico 2024 mario delgado(mario_delgado)afirma que tienen amplia ventaja sobre la candidata del prian representado  por xochitl,e indica que no hay duda del triunfo de claudia sheinbaum(claudia sheinbaum),una mujer que ha conquistado a","-1","1","0","0"
"Omar Garcia","@omargv1977","18:54","Nuestra próxima presidenta de México!!! Y todo su gabinete!!!  EleccionesMéxico2024","nuestra próxima presidenta de méxico!!!y todo su gabinete!!!elecciones en méxico 2024","0","1","0","0"
"Fernanda Salazar","@Fer_SalazarM","18:53","Qué les pasa a los hombres analistas? No puedo más… @aguilarcamin diciéndole a @magalonik y @DeniseMaerker que no es cierto lo que dicen, grosero y déspota. Ambas brillantes, pero el tipo queriendo tener la única razón. No están acostumbrados a escuchar.  EleccionesMéxico2024","qué les pasa a los hombres analistas?no puedo más aguilarcamin diciéndole a magalonik y denisemaerker que no es cierto lo que dicen,grosero y déspota.ambas brillantes,pero el tipo queriendo tener la única razón.no están acostumbrados a escuchar.elecciones en méxico 2024","-1","-1","-1","0"
"Drake5 ⚽🟨🟦","@soul_drake5","18:53","Esto me recuerda cuando Anaya o Bronco aseguraban antes de tiempo haber ganado la presidencia. Y nada,  AMLO aparecía arrasando en las preliminares ❗.  EleccionesMéxico2024","esto me recuerda cuando anaya o bronco aseguraban antes de tiempo haber ganado la presidencia.y nada,amlo aparecía arrasando en las preliminares.elecciones en méxico 2024","0","1","-1","0"
"lucas","@wavkos","18:53","Ya no entendí, todos son ganadores o como? 🤣  EleccionesMéxico2024","ya no entendí,todos son ganadores o como?elecciones en méxico 2024","0","0","-1","1"
"sopita 🗣️","@hmtyoongi","18:53","Todos andan diciendo que ya ganaron y aún ni terminan de contar votos, de seguro no mamen.  EleccionesMéxico2024","todos andan diciendo que ya ganaron y aún ni terminan de contar votos,de seguro no mames.elecciones en méxico 2024","-1","-1","-1","-1"
"ContraRéplica","@ContraReplicaMX","18:53"," EleccionesMéxico2024 Declaraciones de Marko Cortés ante la proclamación del triunfo de Santiago Taboada en la  CDMX  Elecciones2024","elecciones en méxico 2024 declaraciones de marko cortés ante la proclamación del triunfo de santiago Taboada en la Ciudad de México elecciones 2024","0","-1","0","0"
"Quinta Fuerza","@QuintaFuerzaMX","18:51"," Elecciones2024 🇲🇽🗳️ El equipo de sonido, video y el gran templete donde subirá el ganador a la Presidencia de México este domingo, ha comenzado a instalarse en la explanada del reconocido Zócalo de la  CDMX.  EleccionesMéxico2024  México  Elecciones","elecciones 2024 el equipo de sonido,video y el gran templete donde subirá el ganador a la presidencia de méxico este domingo,ha comenzado a instalarse en la explanada del reconocido zócalo de la Ciudad de México.elecciones en méxico 2024 méxico elecciones","0","0","0","1"
"PERIÓDICO SUPREMO","@Diario_Supremo","18:51","🗳  EleccionesMéxico2024 Santiago Taboada (@STaboadaMx) se declara ganador de las elecciones por la Jefatura de Gobierno según datos de tres encuestas registradas en el INE. Mientras Parametría da ganadora a @ClaraBrugadaM.  CDMX  EleccionesMéxico2024","elecciones en méxico 2024 santiago Taboada(staboadamx)se declara ganador de las elecciones por la jefatura de gobierno según datos de tres encuestas registradas en el INE.mientras parametría da ganadora a Clara Brugada.Ciudad de México elecciones en méxico 2024","0","0","1","0"
"Josué Barrera","@josue_barrera","18:51","No olvidemos el gran trabajo de miles de ciudadanos que, sin recibir pago alguno, han dado su mayor esfuerzo para coordinar, supervisar y contar nuestro voto. Gracias a todos los funcionarios @INEMexico @INE_Sonora.  Elecciones2024Mx  EleccionesMéxico2024","no olvidemos el gran trabajo de miles de ciudadanos que,sin recibir pago alguno,han dado su mayor esfuerzo para coordinar,supervisar y contar nuestro voto.gracias a todos los funcionarios INE México ine_sonora.elecciones en méxico 2024 elecciones en méxico 2024","0","0","0","-1"
"COMPA EATZ 🇵🇸","@EATZ_mx","18:49","Este discurso es el inicio para impugnar, sin importar que sean 5, 10 o 20 puntos de diferencia. Es la derrota de la extrema derecha que no le importa nada, solo el poder por el poder.  EleccionesMéxico2024","este discurso es el inicio para impugnar,sin importar que sean 5,10 o 20 puntos de diferencia.es la derrota de la extrema derecha que no le importa nada,solo el poder por el poder.elecciones en méxico 2024","0","-1","0","0"
"elbaccaysuslocuras","@elbacca77","18:59","respondiendo a @DeniseDresserG Qué mal pedo que te vendiste!!  XóchitlGálvezPresidenta  EleccionesMéxico2024","respondiendo a denisedresserg qué mal pedo que te vendiste!!xochitl gálvez será la presidenta elecciones en méxico 2024","1","0","0","0"
"Síntesis Puebla","@sintesisweb","18:59","Los candidatos de la coalición Mejor Rumbo para Puebla, @eduardorivera01 y @marioriestra, en rueda de prensa luego de la jornada electoral. @FotoSintesisOB  EleccionesMéxico2024","los candidatos de la coalición mejor rumbo para puebla,eduardorivera01 y marioriestra,en rueda de prensa luego de la jornada electoral.fotosintesisob elecciones en méxico 2024","0","0","1","1"
