"User","arroba","hora de publicación","comentario","comentario_editado","Xóchitl","Claudia","Maynez","Ninguno"
"oZkR","@ozkr1511black","15:54"," ClaudiaPrimeraPresidenta  ClaudiaPresidentaDeMéxico2024  ClaudiaArrasará  VotaTodoMorenaPTyPV","Claudia primera presidenta claudia será la siguiente presidenta de méxico en 2024 Claudia arrasará en las votaciones vota todo MORENA, PT y PV","0","1","0","0"
"Alejandro MG","@AlejandroMG3","15:53","Sigamos por el buen camino de la 4T.  EleccionesMéxico2024  ClaudiaPresidentaDeMéxico2024  EsUnHonorEstarConObrador  YaVoté","sigamos por el buen camino de la 4ta transformación.elecciones en méxico 2024 claudia será la siguiente presidenta de méxico en 2024 es un honor estar con Obrador ya voté","0","1","0","0"
"Oskar","@OscarHuDaYe","15:53","Ya falta muy poco para que declaren ganadora a @claudia sheinbaum Presidenta 🇲🇽 y se consuma el  PlanC de nuestro presidente @Lopez Obrador_ que vamos a extrañar 🥺 y que se vaya a CHSPTM la botarga de la  CochitlGalvez.  MexicoDespertó  ClaudiaPresidentaDeMéxico2024","ya falta muy poco para que declaren ganadora a claudia sheinbaum presidenta y se consuma el plan C de nuestro presidente Lopez Obrador_ que vamos a extrañar y que se vaya a chinga su puta madre la botarga de la xochitl galvez.méxico despertó claudia será la siguiente presidenta de méxico en 2024","-1","1","0","0"
"Luisov 🇲🇽 🇵🇸","@luisrodacot","15:52","Esto va por ti @Lopez Obrador_ para que @claudia sheinbaum siga el camino que nos has trazado y que es el que queremos la mayoría de los mexicanos.  ClaudiaPresidentaDeMéxico2024","esto va por ti Lopez Obrador_ para que claudia sheinbaum siga el camino que nos haz trazado y que es el que queremos la mayoría de los mexicanos.claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Jacqueline Ramírez","@JacquelineRamr1","15:50"," EleccionesMéxico2024  PlanC_  ClaudiaPresidentaDeMéxico2024 Ya culmine mi compromiso con mi Patria, con mi México, sigamos haciendo Historia con Claudia S.","elecciones en méxico 2024 plan C claudia será la siguiente presidenta de méxico en 2024 ya culmine mi compromiso con mi patria,con mi méxico,sigamos haciendo historia con claudia s.","0","1","0","0"
"Karen Jaqueline","@yaquisalgado12","15:48"," ClaudiaPresidentaDeMéxico2024  PlanC_  EleccionesMéxico2024","claudia será la siguiente presidenta de méxico en 2024 plan C elecciones en méxico 2024","0","1","0","0"
"Seul-Bleau","@BleauSeul","15:48","respondiendo a @morena_ny1 🥰💛AMOR CON AMOR SE PAGA , mi voto fue para MORENA 💛🥰  4taTransformación  ClaudiaPresidentaDeMéxico2024  AMLO 🥰🥰🥰🥰","respondiendo a morena_ny1 amor con amor se paga,mi voto fue para morena 4ta Transformación claudia será la siguiente presidenta de méxico en 2024 amlo","0","1","0","0"
"R Garza","@Roberto_Garzza","15:44","respondiendo a @ndurancoronado  ClaudiaPresidentaDeMéxico2024  PlanC_YaEstáEnMarcha","respondiendo a ndurancoronado claudia será la siguiente presidenta de méxico en 2024 el Plan C ya está en marcha","0","1","0","0"
"Giancarlo","@carlosgarba","15:42"," EleccionesMéxico2024  ClaudiaPresidentaDeMéxico2024  SigamosHaciendoHistoria @claudia sheinbaum","elecciones en méxico 2024 claudia será la siguiente presidenta de méxico en 2024 sigamos haciendo historia claudia sheinbaum","0","1","0","0"
"Ed Gazme","@emendoza1520672","15:42","respondiendo a @manuel_alamilla a la verga el prianismo  ClaudiaPresidentaDeMéxico2024","respondiendo a manuel_alamilla a la verga el prianismo claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"masabe","@masabe1143844","15:40"," MiVotoEsDeAgradecimientoAmlo  ClaudiaPresidentaDeMéxico2024  ClaudiaArrasará Misión cumplida!","mi voto es de agradecimiento hacia AMLO claudia será la siguiente presidenta de méxico en 2024 Claudia arrasará en las votaciones misión cumplida!","0","1","0","0"
"Julio","@holasoyjulior","15:38","Así se ve el plan c apoyado por Claudia  EleccionesMéxico2024  ClaudiaPresidenta2024","así se ve el plan c apoyado por claudia elecciones en méxico 2024 Claudia presidenta 2024","0","1","0","0"
"ANTIFASCISTA MEXA 🇵🇸🇷🇺🇨🇳","@MxAntifascista","15:36","Púdranse fascistas, púdranse mil veces!!!!  ClaudiaPresidentaDeMéxico2024","púdranse fascistas,púdranse mil veces!!!!claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Jego 6.66","@JegoEvil","15:36","Que siga la Diktadura! 🇲🇽🫠  ClaudiaPresidentaDeMéxico2024","que siga la diktadura!claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Nicolás Valenzuela","@Nicolas_V_4","15:35"," ClaudiaPresidentaDeMéxico2024","claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Óscar Zerecero","@oscar_zerecero","15:34","respondiendo a @ryo_hermoso Vote porque jamás regresé el Prian que tanto daño le hizo a mi México, y se queden en el basurero de la historia donde pertenecen  ClaudiaPresidentaDeMéxico2024","respondiendo a ryo_hermoso vote porque jamás regresé el prian representado  por xochitl que tanto daño le hizo a mi méxico,y se queden en el basurero de la historia donde pertenecen claudia será la siguiente presidenta de méxico en 2024","-1","1","0","0"
"Jacinta Camila🌻 🇲🇽 💕ojos negros piel Canela.","@Jacinta_Camila","15:02","Esa TROPAAAA 🇲🇽💖🌻 'Todo Morena' Vamos!! El  PlanC_EsElObjetivo @4everErnie","esa tropaaaa todo morena vamos!!el el objetivo es el Plan C 4everernie","0","1","0","0"
"Alejandra Miranda","@JanMiJi","15:46","Listo mi voto!!!  ClaudiaPresidenta","listo mi voto!!!Claudia presidenta","0","1","0","0"
"DAVIDSCM","@DAVIDSCM","15:32","Es la primera que no voto por Andrés Manuel @Lopez Obrador_ en una elección presidencial aquí en Xalapa, por suerte @claudia sheinbaum estará a la altura de las circunstancias  Elecciones2024mx  ClaudiaPresidentaDeMéxico2024","es la primera que no voto por andrés manuel Lopez Obrador_ en una elección presidencial aquí en xalapa,por suerte claudia sheinbaum estará a la altura de las circunstancias elecciones en méxico 2024 claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Seul-Bleau","@BleauSeul","15:31","respondiendo a @mexicocontodos 🥰💛AMOR CON AMOR SE PAGA , mi voto fue para MORENA 💛🥰  4taTransformación  ClaudiaPresidentaDeMéxico2024  AMLO 🥰🥰🥰🥰","respondiendo a mexicocontodos amor con amor se paga,mi voto fue para morena 4ta Transformación claudia será la siguiente presidenta de méxico en 2024 amlo","0","1","0","0"
"El Aprendiz de RIUS","@AprendizRius","15:31"," ClaudiaPresidentaDeMexico2024  PlanC","claudia será la siguiente presidenta de méxico en 2024 plan C","0","1","0","0"
"Óscar Zerecero","@oscar_zerecero","15:29","respondiendo a @ReneFranco Que nunca regrese el PRIAN!!! A la basura de la historia donde pertenecen  ClaudiaPresidentaDeMéxico2024","respondiendo a renefranco que nunca regrese el prian representado  por xochitl!!!a la basura de la historia donde pertenecen claudia será la siguiente presidenta de méxico en 2024","-1","1","0","0"
"Victor Gallardo  IsraelTerrorista","@vcruzgallardo","15:28"," ConMiVotoTeDoyLasGraciasAmlo  ClaudiaPresidentaDeMéxico2024","con mi voto de doy las gracias AMLO claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Calincito Rojas  EsClaudia","@CalincitoR","15:26"," ClaudiaPresidentaDeMéxico2024  ClaudiaArrasará  ClaudiaPresidentaDeMéxico","claudia será la siguiente presidenta de méxico en 2024 Claudia arrasará en las votaciones Claudia será presidenta de México","0","1","0","0"
"ivan","@IvaneskicIvan","15:25","respondiendo a @2g_oscar Pero en el cul0.  ClaudiaPresidentaDeMéxico2024","respondiendo a 2g_oscar pero en el culo.claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Regina González","@Regina3069","15:24","GRACIAS AMLO❣️ AMOR CON AMOR SE PAGA  ClaudiaPresidentaDeMéxico2024","gracias amlo amor con amor se paga claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Rubén Guzmán","@Adhara7821","15:18","respondiendo a @xochitl Mi voto, arriba  ClaudiaPresidentaDeMéxico2024","respondiendo a xochitl mi voto,arriba claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Tony Meza","@jyutaromatsu92","15:15","Vamos Claudia que si se puede Chíngate a la botarga pendeja de xochitl  ClaudiaPresidentaDeMéxico2024","vamos claudia que si se puede chíngate a la botarga pendejo de xochitl claudia será la siguiente presidenta de méxico en 2024","-1","1","0","0"
"Nohemi","@nohemimorales18","15:14","Que siga la transformación  ClaudiaPresidentaDeMéxico2024  ClaudiaArrasará","que siga la 4ta Transformación claudia será la siguiente presidenta de méxico en 2024 Claudia arrasará en las votaciones","0","1","0","0"
"Masiosare un extraño enemigo","@JoseSer59872866","15:12","respondiendo a @DeniseDresserG Esto que tú dices lo logramos, nosotros los del pueblo, tras mucha lucha marchas y vidas, usted nomás se quiere colgar del trabajo del pueblo y no se lo vamos a permitir.  ClaudiaPresidentaDeMéxico2024","respondiendo a denisedresserg esto que tú dices lo logramos,nosotros los del pueblo,tras mucha lucha marchas y vidas,usted nomás se quiere colgar del trabajo del pueblo y no se lo vamos a permitir.claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Masiosare un extraño enemigo","@JoseSer59872866","15:11","respondiendo a @ClaudioXGG  ClaudiaPresidentaDeMéxico2024","respondiendo a claudioxgg claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"LARA 👽","@Nekro98750305","15:09"," EleccionesMéxico2024  ClaudiaPresidentaDeMéxico2024 vamos con el plan c apoyado por Claudia","elecciones en méxico 2024 claudia será la siguiente presidenta de méxico en 2024 vamos con el plan c apoyado por claudia","0","1","0","0"
"César Qüeb","@cesarqueb_","15:09","respondiendo a @CmtePerro Aquí anulando tu voto!! @Somos4T_  ClaudiaPresidentaDeMéxico2024 @claudia sheinbaum","respondiendo a cmteperro aquí anulando tu voto!!somos4t_ claudia será la siguiente presidenta de méxico en 2024 claudia sheinbaum","0","1","0","0"
"Fer_LeonMex  FerLeonMx 🇲🇽🇪🇸","@_FerLeonMex","15:10","respondiendo a @xochitl  ClaudiaPresidentaDeMéxico2024  ClaudiaPresidentaDeMéxico","respondiendo a xochitl claudia será la siguiente presidenta de méxico en 2024 Claudia será presidenta de México","0","1","0","0"
"Mary Rub.","@Rub4Mel","15:11","respondiendo a @CONE4T_OFICIAL Voté solo por MORENA 🔴🇲🇽🇲🇽🇲🇽🥰  EsUnHonorEstarConObrador  ClaudiaPresidentaDeMéxico2024","respondiendo a cone4t_oficial voté solo por morena es un honor estar con Obrador claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Esperanza Díaz Barriga Sosa","@PeRySoL","15:13","Listo  YaVoté  YaVoteXPlanC  PlanC_YaEstáEnMarcha  EleccionesMéxico2024  ElecciónPresidencial  EleccionesMéxico  ClaudiaPresidentaDeMéxico2024 Con mi sobrino, mi fiel compañero de elecciones desde 2015 🥳🤗😍😀🤩🥰😁✌🏻🤩","listo ya voté ya voté por el Plan C el Plan C ya está en marcha elecciones en méxico 2024 elección presidencial elecciones en méxico claudia será la siguiente presidenta de méxico en 2024 con mi sobrino,mi fiel compañero de elecciones desde 2015","0","1","0","0"
"Fred Tovilla 🦗","@fred_grito","15:18"," EsUnHonorEstarConObrador  ClaudiaPresidentaDeMéxico2024 Siempre abajo y la izquierda!","es un honor estar con Obrador claudia será la siguiente presidenta de méxico en 2024 siempre abajo y la izquierda!","0","1","0","0"
"Luis Edgar Manuel Zárate","@zarate_Edgar95","15:19","Voto por la libertad. Voto por un México con futuro y con mesura. La lucha es por TODOS. VAMOS!!!  VotoMasivoAMORENA  VotoPorMéxico  ClaudiaPresidentaDeMéxico2024","voto por la libertad.voto por un méxico con futuro y con mesura.la lucha es por todos.vamos!!!voto masivo para MORENA voto por méxico claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Alan Ibaeza","@Alan_Dominguez","15:05","Todo MORENA...  ClaudiaPresidentaDeMéxico2024","todo morena...claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Rossana ACARREADA AMLO","@ddboti","15:59","Con mi voto te digo gracias AMLO tu legado sigue porque el  PuebloDecide  ClaudiaPresidentaDeMéxico2024 ES UN HONOR SEGUIR Y ESTAR CON OBRADOR!!! GRACIAS AMLO AMOR ❤️ CON AMOR ❤️ SE PAGA ❤️","con mi voto te digo gracias amlo tu legado sigue porque el el pueblo decide claudia será la siguiente presidenta de méxico en 2024 es un honor seguir y estar con obrador!!!gracias amlo amor con amor se paga","0","1","0","0"
"Victor Manuel Hernández García","@victor_gar14840","15:58","Que poca madre de @TwitterLatAm no aparecen los TT en favor de  ClaudiaPresidentaDeMéxico2024 y los de la  Brutarga aparecen hasta por debajo de las piedras! Pero se va a ir a ching@r a su m@dre la  OposicionMiserableMezquinaVendePatriasYMentirosa Y  SigamosHaciendoHistoria","que poca madre de twitterlatam no aparecen los tt en favor de claudia será la siguiente presidenta de méxico en 2024 y los de la bruta de la botarga aparecen hasta por debajo de las piedras!pero se va a ir a chingo r a su m madre la PRIAN miserable, mezquino, vende patrias y mentirosos y sigamos haciendo historia","-1","1","0","0"
"Jaime Carrera  Ayotzinapa","@jjiimmoo88","15:56","Mi granito de arena para el segundo piso de la  4taTransformación en estas  EleccionesMéxico2024 El agradecimiento para @Lopez Obrador_ El apoyo total a mi próxima Jefa @claudia sheinbaum  EsUnHonorEstarConObrador  ClaudiaPresidentaDeMéxico2024","mi granito de arena para el segundo piso de la 4ta Transformación en estas elecciones en méxico 2024 el agradecimiento para Lopez Obrador_ el apoyo total a mi próxima jefa claudia sheinbaum es un honor estar con Obrador claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"Pedro Gil","@PedroGi82848306","15:55","Mi voto es libre y morena dijo secreto jeje @claudia sheinbaum @Lopez Obrador_  MORENA2024  ClaudiaPresidentaDeMéxico2024","mi voto es libre y morena dijo secreto jeje claudia sheinbaum Lopez Obrador_ MORENA claudia será la siguiente presidenta de méxico en 2024","0","1","0","0"
"UGM","@ibrahimwarrior","15:51"," ClaudiaPresidentaDeMéxico2024 ya ganamos , yo he estado viendo gente que viene convencida de Claudia afuera el pan está pagando el voto pero puedes rectificar tachando el PAN y poniendo un SI a MORENA","claudia será la siguiente presidenta de méxico en 2024 ya ganamos,yo he estado viendo gente que viene convencida de claudia afuera el PAN está pagando el voto pero puedes rectificar tachando el PAN y poniendo un si a morena","-1","1","0","0"
"User","arroba","hora de publicación","publicación","publicación","0","0","0","1"
"Coracyt Noticias","@CoracytNoticias","16:59"," CoberturaEspecial La Jornada Electoral es una fiesta cívica: Miguel Nava. El Presidente del Tribunal Electoral de Tlaxcala, Miguel Nava Xochitiotzi acudió a emitir su sufragio en la casilla de San Miguel Xaltipan, Contla.  EleccionesMéxico2024  Elecciones2024  CoracytNoticias","cobertura especial la jornada electoral es una fiesta cívica:miguel nava.el presidente del tribunal electoral de tlaxcala,miguel nava xochitiotzi acudió a emitir su sufragio en la casilla electoral de san miguel xaltipan,contla.elecciones en méxico 2024 elecciones 2024 coracyt noticias","1","0","0","0"
"🇲🇽  VivaMexicoConAMLO","@Mashi_Yaz","16:59"," EsUnHonorEstarConObrador 🇲🇽❤️🇲🇽 Gracias Presi ❤️ Amor con amor se paga ❤️  EleccionesMexico2024","es un honor estar con Obrador gracias presi amor con amor se paga elecciones en méxico 2024","0","1","0","0"
"Natalia Rivera","@NataliaRit","16:59","En los tiempos del otro INE daban dos pesos más de tinta.  EleccionesMéxico2024 🗳️","en los tiempos del otro INE daban dos pesos más de tinta.elecciones en méxico 2024","0","0","0","-1"
"Paul Pellón","@Paul_Pellon","16:59"," VotaTodoMorena Te queda una hora para hacerlo! Ve a la casilla y  VotaPorMexico, será  ClaudiaPresidentaDeMexico  VotaMexico2024  EleccionesMx2024  EleccionesMexico2024","vota solamente por MORENA te queda una hora para hacerlo!ve a la casilla electoral y vota por méxico,será Claudia será presidenta de México vota méxico 2024 elecciones en méxico 2024 elecciones en méxico 2024","0","1","0","0"
"Alejandro Fuentes","@AlexFuentesSV","16:59","Estos son los distintos usos horarios del país. Existen 5 zonas horarias en  México. En  QuintanaRoo ya son las 18hrs. Por lo que las casillas están cerrando en estos momentos. Falta aún una 1hr. para que cierren las casillas en la zona centro.  EleccionesMéxico2024 🇲🇽🗳️","estos son los distintos usos horarios del país.existen 5 zonas horarias en méxico.en QuintanaRoo ya son las 18hrs.por lo que las casilla electoral están cerrando en estos momentos.falta aún una una hora.para que cierren las casilla electoral en la zona centro.elecciones en méxico 2024","0","0","0","1"
"Grupo Fórmula","@Radio_Formula","16:59","Muchos ‘mexas’ están acostumbrados a no hacer filas. En este tiempo del INE, todo el mundo es igual. No hay casilla preferencial, así se pronunció @Chumel sobre las  Elcciones2024 Así lo dijo EN VIVO; https://tinyurl.com/2xt7puhc  Elige2024  EleccionesMéxico2024","muchos mexas están acostumbrados a no hacer filas.en este tiempo del INE,todo el mundo es igual.no hay casilla electoral preferencial,así se pronunció chumel sobre las elecciones 2024 así lo dijo en vivo;https:tinyurl.com 2xt7puhc elige en 2024 elecciones en méxico 2024","0","0","-1","0"
"Gespenst X19","@El_Kurupi","16:58","¿Con qué acabaste comprando los votos @lialimon?... Un retiro de emergencia del banco para armar más despensas o soltaste el efectivo?  EleccionesMéxico2024  EleccionesMX2024  Votaciones2024","¿con qué acabaste comprando los votos lialimon?...un retiro de emergencia del banco para armar más despensas o soltaste el efectivo?elecciones en méxico 2024 elecciones en méxico 2024 votaciones 2024","0","-1","0","-1"
"Noticias RedMX","@noticiasredmx","16:58","Detienen al hombre que prendió fuego en la casilla de la sección 0761 Ubicada en el fraccionamiento san Antonio, en Cuautitlán Izcalli, Estado de México. La molestia de los ciudadanos es evidente.  NoticiasRedMX  EleccionesMéxico2024","detienen al hombre que prendió fuego en la casilla electoral de la sección 0761 ubicada en el fraccionamiento san antonio,en cuautitlán izcalli,estado de méxico.la molestia de los ciudadanos es evidente.noticias red méxico elecciones en méxico 2024","0","0","0","-1"
"La Jornada","@lajornadanet","16:58"," EleccionesMéxico2024 INE de México indica que han recibido el voto de 180 mil 676 connacionales del exterior  reporte  Mexico ► https://lajornadanet.com/portada/ine-de","elecciones en méxico 2024 INE de méxico indica que han recibido el voto de 180 mil 676 connacionales del exterior reporte méxico https:lajornadanet.com portada INE de","0","0","0","1"
"E Línea Noticias","@elineanoticias","16:58"," EleccionesMéxico2024 🗳️ @NachoMierV, candidato al Senado de la República, emitió su voto este 2 de junio, en la casilla ubicada en el estado de Puebla. Antes de ingresar, el candidato destacó la alta afluencia de votantes que se ha registrado en las casillas.","elecciones en méxico 2024 nachomierv,candidato al senado de la república,emitió su voto este 2 de junio,en la casilla electoral ubicada en el estado de puebla.antes de ingresar,el candidato destacó la alta afluencia de votantes que se ha registrado en las casilla electoral.","0","0","1","1"
"E Línea Noticias","@elineanoticias","16:58"," EleccionesMéxico2024 🗳️ @NachoMierV, candidato al Senado de la República, emitió su voto este 2 de junio, en la casilla ubicada en el estado de Puebla. Antes de ingresar, el candidato destacó la alta afluencia de votantes que se ha registrado en las casillas.","elecciones en méxico 2024 nachomierv,candidato al senado de la república,emitió su voto este 2 de junio,en la casilla electoral ubicada en el estado de puebla.antes de ingresar,el candidato destacó la alta afluencia de votantes que se ha registrado en las casilla electoral.","0","0","1","1"
"Ruido en la Red","@RuidoEnLaRed","16:58"," EleccionesMéxico2024 I Al PAN le tomó seis décadas lograr la alternancia en el país y casi cuatro sexenios después han perdido casi todas sus gubernaturas.","elecciones en méxico 2024 i al PAN le tomó seis décadas lograr la alternancia en el país y casi cuatro sexenio después han perdido casi todas sus gobernatura.","-1","0","0","0"
"quiero tv","@quierotv_gdl","16:57","🗳️ Esto es lo más relevante que ha acontecido durante este proceso electoral 2024. Continúa con toda la cobertura de estas Elecciones a través de 10.1  Canal10 y en nuestras redes sociales. 📺📲 https://quierotv.mx/videoenvivo/  EleccionesMéxico2024  EleccionesMX2024  Elecciones2024","esto es lo más relevante que ha acontecido durante este proceso electoral 2024.continúa con toda la cobertura de estas elecciones a través de 10.1 canal 10 y en nuestras redes sociales.https:quierotv.mx videoenvivo elecciones en méxico 2024 elecciones en méxico 2024 elecciones 2024","0","0","0","1"
"Así Sucede Toluca","@Asi_Sucede","16:56","Un grupo de encapuchados ingresaron a la casilla ubicada en la secundaria Wenceslao Labra, localizada en la avenida Primero de Mayo fraccionamiento San Antonio, para prender fuego 📲  EleccionesMéxico2024  Vota","un grupo de encapuchados ingresaron a la casilla electoral ubicada en la secundaria wenceslao labra,localizada en la avenida primero de mayo fraccionamiento san antonio,para prender fuego elecciones en méxico 2024 vota","0","0","0","-1"
"Miguel Villa","@MikeVillAlvarez","16:56","Lo más chingón de estas  EleccionesMéxico2024 es la participación de la gente. Podría ser la primera vez que pasemos del 60% de participación del padrón. Ojalá eso se vuelva costumbre en cada elección.","lo más chingón de estas elecciones en méxico 2024 es la participación de la gente.podría hacer la primera vez que pasemos del 60 de participación del padrón.ojalá eso se vuelva costumbre en cada elección.","0","0","0","1"
"Esther Hernández","@Mesthern","16:56","Excelente el trato de todos los funcionarios de casilla. Los adultos mayores, embarazadas y discapacitados tenían preferencia para el voto y nadie de los que teníamos que esperar un poco más en la fila hizo drama. El proceso sin osos ni panchos.  EleccionesMexico2024","excelente el trato de todos los funcionarios de casilla electoral.los adultos mayores,embarazadas y discapacitados tenían preferencia para el voto y nadie de los que teníamos que esperar un poco más en la fila hizo drama.el proceso sin osos ni panchos.elecciones en méxico 2024","0","0","0","-1"
"♔rut♄sy_ εїз","@ruthsy_","16:55","Gracias a los ciudadanos que no se rajaron, accedieron a ser funcionarios de casilla y han aguantado a todo tipo de gente en estas elecciones 🗳️  EleccionesMéxico2024","gracias a los ciudadanos que no se rajaron,accedieron a hacer funcionarios de casilla electoral y han aguantado a todo tipo de gente en estas elecciones elecciones en méxico 2024","0","0","0","-1"
"ûno de lºs tipos mas raperos del mundo 🌎","@Isaas121","16:55"," YoVotéPorXochitl  EleccionesMéxico2024 casillas PREP","yo voté por xochitl elecciones en méxico 2024 casilla electoral PREP","1","0","0","0"
"Bernardinho","@BernardoMalpica","16:59","Raza no es mala onda, pero quién les va a querer quitar sus datos biométricos lo de su dedo gordito, está demasiado paranoico el tema, no?  EleccionesMéxico2024  Méxicovota2024","raza no es mala onda,pero quién les va a querer quitar sus datos biométricos lo de su dedo gordito,está demasiado paranoico el tema,no?elecciones en méxico 2024 méxico vota este 2024","0","0","0","-1"
"Red Vial","@RedVialRC","16:59","Los que no alcanzaron boletas en la casilla especial del hospital Gral Siglo XXI del @Tu_IMSS ingresaron a la fuerza a reclamar al personal del @INEMexico. Así la situación al momento.  EleccionesMéxico2024","los que no alcanzaron boleta electoral en la casilla electoral especial del hospital gral siglo xxi del tu_imss ingresaron a la fuerza a reclamar al personal del INE México.así la situación al momento.elecciones en méxico 2024","0","0","0","-1"
"Corvinus Gaunt","@albertgaunt","16:59","A mí sí me da gusto que mucha gente haya salido a votar por X, por C o M, creo que hemos crecido poquito. Lo que sí me emperra es que estén exigiendo como Karens en las casillas especiales cuando lit tuvieron MESES para arreglar ese pedo, neta Uds sí chasptm","a mí sí me da gusto que mucha gente haya salido a votar por x,por c o m,creo que hemos crecido poquito.lo que sí me emperra es que estén exigiendo como karens en las casilla electoral especiales cuando lit tuvieron meses para arreglar ese pedo,neta ustedes sí chingue su puta madre","1","0","1","0"
"Alejandro Castillo","@alexcastilloe_","16:59","Ya quiero ver que anuncien que tenemos una presidenta por primera vez y que está muy bien preparada profesional y académicamente.  EleccionesMx2024  EleccionesMéxico2024  EsClaudiaPresidentaDeMéxico","ya quiero ver que anuncien que tenemos una presidenta por primera vez y que está muy bien preparada profesional y académicamente.elecciones en méxico 2024 elecciones en méxico 2024 Claudia será presidenta de México","0","1","0","0"
"Gino Venzano","@ginovenzano","16:59","Las encuestas dan cuenta que habrá nueva Presidente mujer en el país azteca. Los medios ponen a las favoritas Claudia Sheinbaum (MORENA) del oficialismo, y a Xóchitl Gálvez (PRIAM) de la oposición. El tercer candidato Jorge Alvarez sería el 10% de votos.  EleccionesMéxico2024","las encuestas dan cuenta que habrá nueva presidente mujer en el país azteca.los medios ponen a las favoritas claudia sheinbaum(morena)del oficialismo,y a xochitl galvez(prian representado  por xochitl)de la oposición.el tercer candidato jorge alvarez sería el 10 de votos.elecciones en méxico 2024","-1","1","1","0"
"Jonás Vázquez","@tintacallejera","16:59","(Casi) tod@s estos señores nos deberían de causar sospecha y desconfianza desde el momento en el que much@s no quisieron ni hacer la fila para votar. Yo estuve 1.5 horas, ni modo. Y est@s cabron@s haciendo la corrientada de saltarse la fila.  Yanichingan  EleccionesMéxico2024","(casi)tod s estos señores nos deberían de causar sospecha y desconfianza desde el momento en el que much s no quisieron ni hacer la fila para votar.yo estuve 1.5 horas,ni modo.y est s cabron s haciendo la corrientada de saltarse la fila.ya ni la chingan elecciones en méxico 2024","-1","-1","-1","0"
"Octavio Gómez","@OctavioGomezA","16:58","Tarde pero seguro. Hoy mandamos al carajo a los malos gobiernos que tenemos. Ya se van ✌🏻  EleccionesMéxico2024","tarde pero seguro.hoy mandamos al carajo a los malos gobiernos que tenemos.ya se van elecciones en méxico 2024","-1","-1","-1","0"
"Fernando Pérez Corona","@ferperezcorona","16:58","El número de boletas en las casillas especiales aumentaron de 750 a 1000 y tampoco cubrieron la demanda de ciudadanos en tránsito con intenciones de votar.  EleccionesMéxico2024  Puebla","el número de boleta electoral en las casilla electoral especiales aumentaron de 750 a 1000 y tampoco cubrieron la demanda de ciudadanos en tránsito con intenciones de votar.elecciones en méxico 2024 puebla","0","0","0","-1"
"Canal 13 Guadalajara","@C13Guadalajara","16:57"," EleccionesMéxico2024 l En la colonia Villas del Ixtépete, un hombre de aproximadamente 35 años, fue ejecutado con arma de fuego. Más información en: http://canal13mexico.com","elecciones en méxico 2024 l en la colonia villas del ixtépete,un hombre de aproximadamente 35 años,fue ejecutado con arma de fuego.más información en:http:canal13mexico.com","0","0","0","-1"
"Viejo Intenso Galina","@ImAlbertoGalina","16:57","Buenas tardes, me da una monografía de la 4T por favor? -Claro, aquí tiene.","buenas tardes,me da una monografía de la 4ta transformación por favor?claro,aquí tiene.","0","1","0","0"
"Ginarely Valencia","@ginarely_va","16:56","¿Cómo se vivieron las  EleccionesMéxico2024 en el  Edomex? De eso nos platicarán a las 20:00 horas @claudiamhidalgo, @VioletaHuertaL e @davilaisr, periodistas mexiquenses; así como @aldomunoza, investigador de la @UAEM_MX. Escúchales en: https://uniradio.uaemex.mx  UniRadioVaConmigo","¿cómo se vivieron las elecciones en méxico 2024 en el estado de méxico?de eso nos platicarán a las 20:00 horas claudiamhidalgo,violetahuertal e davilaisr,periodistas mexiquenses;así como aldomunoza,investigador de la uaem_mx.escúchales en:https:uniradio.uaemex.mx uni radio va contigo","0","1","0","0"
"Dirce N.","@RuedaDirce","16:56"," EleccionesMéxico2024  YaVoté  Coyoacán  CasaDeLasLetras  INEMéxico","elecciones en méxico 2024 ya voté Coyoacán casa de las letras INE México","0","0","1","1"
"Kev","@ZugaK28","16:55","Mi deber cívico. Mi derecho. 🗳️👏🏼🇲🇽 No en esta vida nos van a doblegar. No en esta vida impondrán sus deseos. Yo elijo, tú eliges quién nos gobierne. NO ES UN MERO TRÁMITE.","mi deber cívico.mi derecho.no en esta vida nos van a doblegar.no en esta vida impondrán sus deseos.yo elijo,tú eliges quién nos gobierne.no es un mero trámite.","0","1","0","1"
